runs_test_p_value,longest_run_ones_in_a_block_p_value,binary_matrix_rank_p_value,non_overlapping_template_matching_p_value,maurers_universal_p_value,serial_test_p_value_1,serial_test_p_value_2,approximate_entropy_p_value,cumulative_sums_p_value_1,cumulative_sums_p_value_2,random_excursions_p_value_1,random_excursions_p_value_2,random_excursions_p_value_3,random_excursions_p_value_4,random_excursions_p_value_5,random_excursions_p_value_6,random_excursions_p_value_7,random_excursions_p_value_8,random_excursions_variant_p_value_1,random_excursions_variant_p_value_2,random_excursions_variant_p_value_3,random_excursions_variant_p_value_4,random_excursions_variant_p_value_5,random_excursions_variant_p_value_6,random_excursions_variant_p_value_7,random_excursions_variant_p_value_8,random_excursions_variant_p_value_9,random_excursions_variant_p_value_10,random_excursions_variant_p_value_11,random_excursions_variant_p_value_12,random_excursions_variant_p_value_13,random_excursions_variant_p_value_14,random_excursions_variant_p_value_15,random_excursions_variant_p_value_16,random_excursions_variant_p_value_17,random_excursions_variant_p_value_18,byte_entropy_between_packets,bit_entropy_between_packets,byte_entropy,intra_packet_bit_entropy,ciphertext_length_bytes,ciphertext_length_mod_8,ciphertext_length_mod_16,ciphertext_length_mod_32,unique_byte_count,zero_byte_ratio,printable_byte_ratio,bit_one_ratio,bit_zero_ratio,unique_16byte_block_count,repeated_16byte_block_ratio,compression_ratio,label
0.748591,0.948776,0.904095,0.631869,0.749917,0.251812,0.813404,7.4941,0.855082,0.192992,0.725621,0.419905,0.88549,0.828538,0.83476,0.748753,0.207721,0.771734,1.0,0.0,0.0,0.302256,0.662668,0.574415,0.0,0.452068,1.0,0.473738,0.177635,0.942091,0.152811,1.0,0.476729,0.798736,0.289482,0.646687,7.2217,7.0492,7.7582,7.119,64,0,0,0,19,0.005261,0.341023,0.509747,0.490253,3,0.25,0.973675,ECC
0.279975,0.0,0.362253,0.37514,0.925782,0.009225,0.00671,7.4264,0.474145,0.407008,0.73628,0.348451,0.504661,0.993139,0.633661,0.621852,0.575092,0.0,0.619942,0.714147,0.38103,1.0,0.759083,0.0,0.334985,0.334577,0.904981,0.534074,0.233857,0.421114,0.568866,0.157847,0.287468,0.583672,0.174609,0.824727,7.0534,7.321,7.5638,7.3074,32,0,0,0,21,0.004085,0.354519,0.481791,0.518209,2,0.0,0.999104,ECC
0.98373,0.63147,0.925666,0.057517,0.32891,0.671449,0.827129,8.0,0.55214,0.309765,0.593407,0.642986,0.434113,0.720581,0.484264,0.396087,0.598019,0.976788,0.642081,0.692897,0.822496,0.518234,0.415987,0.920862,0.462158,0.870963,0.510919,0.564468,0.391535,0.350555,0.710463,0.309738,0.805521,0.262587,0.730942,0.628359,8.0,7.8105,7.9058,8.0,11072,0,0,0,256,0.005555,0.414716,0.52911,0.47089,632,0.086705,0.975309,ChaCha20
0.54946,0.640928,1.0,0.622635,0.702801,0.451954,0.543665,7.8608,0.485053,0.715555,0.358101,0.700136,0.951475,0.223738,0.965783,0.677829,0.579859,0.850665,0.688607,0.554351,0.80349,0.41942,0.389086,0.463035,0.627004,0.339697,0.894326,0.695925,0.376139,0.4179,0.896696,0.594396,0.377309,1.0,0.287671,0.400561,8.0,7.94,8.0,7.7458,7104,0,0,0,256,0.003319,0.370624,0.468239,0.531761,441,0.006757,0.97986,ChaCha20
0.441229,0.756621,0.0,0.586613,0.883766,0.722092,1.0,7.3449,0.40718,0.832124,1.0,0.070337,0.197059,0.573439,0.06205,0.442111,0.345984,0.736503,0.418165,0.045803,0.291376,1.0,0.663608,0.306795,0.711303,0.422568,0.673792,0.800867,0.41493,0.596282,0.983041,0.375441,0.371523,0.765402,0.400894,0.517115,7.6569,7.5342,7.6433,6.7236,48,0,0,16,36,0.0,0.398985,0.492432,0.507568,2,0.333333,0.986754,ECC
1.0,1.0,0.440791,0.463518,0.28514,0.417636,0.510339,7.791,0.400583,0.0,1.0,0.217306,1.0,0.698523,0.289567,0.649218,0.60842,0.0,0.519123,0.770177,0.372534,0.149243,0.299585,0.48075,0.569097,0.29626,0.835766,0.709836,0.335327,0.270749,0.44099,0.759199,0.341243,0.415349,0.741916,0.0,7.694,7.707,7.9017,7.5877,920,0,8,24,238,0.000727,0.350001,0.497243,0.502757,57,0.0,0.981888,Blowfish
1.0,0.627707,0.554244,0.548093,1.0,0.628326,0.545255,7.6778,0.746092,0.276798,1.0,0.589157,0.792894,0.073266,0.399168,0.942139,0.369904,0.0,0.0,1.0,0.992504,0.416578,0.598633,0.277998,0.841896,0.939882,0.607732,0.0,0.606682,0.641599,0.687981,0.631691,0.656646,0.445558,0.826995,0.472601,7.2405,8.0,8.0,7.9026,2034,2,2,18,256,0.003807,0.240812,0.488258,0.511742,126,0.007874,1.001601,AES
0.515679,0.565493,0.54035,0.414493,0.504482,0.0,0.809845,7.5111,0.518479,0.0,0.478476,0.555887,0.665813,1.0,0.699046,0.37398,0.866834,0.832041,0.877178,0.522613,0.624959,0.341733,1.0,0.169507,0.601214,1.0,0.630384,0.329197,0.262202,0.330528,0.77768,0.71001,0.566493,0.532062,0.510022,0.07284,7.3322,7.4731,7.5927,7.5607,1534,6,14,30,256,0.000123,0.338406,0.518967,0.481033,94,0.010526,1.035396,3DES
0.651971,0.454073,0.424607,0.486025,0.594589,0.270504,0.090027,7.1145,0.708086,0.480613,0.069145,1.0,0.019878,0.0,0.601191,0.546092,0.063265,0.181715,0.584837,0.281774,0.288896,0.074191,0.347345,0.715717,0.704045,0.320251,0.022906,1.0,0.837842,0.696896,0.242876,0.792401,0.228916,0.520459,1.0,0.363322,7.6632,7.3984,7.2777,7.175,560,0,0,16,238,0.004258,0.347967,0.532909,0.467091,33,0.057143,0.997917,3DES
0.840009,0.503513,0.510018,1.0,0.0,0.757662,0.607723,7.3284,0.636461,0.461475,0.558684,0.443582,0.201758,0.696582,0.329717,0.530793,0.605975,0.527524,0.429302,0.821847,0.412264,0.772449,0.953856,0.325772,0.848703,0.364487,0.575676,0.318132,0.0,0.0,0.15089,0.059409,0.471365,0.635228,0.743158,0.651135,7.5424,7.1453,7.2522,7.2811,48,0,0,16,38,0.004145,0.255044,0.497342,0.502658,3,0.0,0.990583,ECC
0.445619,0.274397,0.716606,0.744094,0.635264,0.0,1.0,7.9376,0.722088,0.896911,0.907097,0.392366,0.478936,0.409971,0.368722,0.656112,0.737001,0.762976,0.529129,0.607543,0.216683,0.548984,0.495283,0.348987,0.949768,0.971332,0.770358,0.435245,0.633488,0.742545,0.717645,0.421129,0.464129,0.547679,0.778129,0.215268,8.0,8.0,8.0,8.0,3648,0,0,0,256,0.004448,0.432505,0.497365,0.502635,207,0.092105,0.947585,ChaCha20
1.0,0.82638,0.283036,0.717447,0.209178,0.944161,0.912292,7.9751,0.7758,0.0,0.508214,0.0,0.774704,0.683061,0.654938,0.728593,0.0,0.568214,0.609674,0.409866,0.769042,0.448924,0.523114,0.758559,0.491624,0.617427,0.013433,0.414374,0.089049,0.267701,0.586946,0.471417,0.280333,0.401971,1.0,0.60996,8.0,7.6916,7.7557,8.0,2208,0,0,0,256,0.001473,0.344298,0.506668,0.493332,131,0.050725,1.00092,AES
0.277457,0.683752,0.255975,0.909268,0.851236,0.0,0.435236,7.4828,0.663377,0.822681,0.916964,0.560831,0.677285,0.732839,0.349052,0.0,0.404511,0.732032,0.83048,0.090709,0.651391,0.788496,1.0,0.781425,0.376036,0.659207,0.720406,0.0,0.237542,0.285415,0.426657,0.317942,1.0,0.593932,0.546803,0.767213,7.5525,7.1819,7.3877,7.5071,32,0,0,0,17,0.000938,0.317794,0.496657,0.503343,1,0.5,0.976561,ECC
1.0,0.477454,0.353538,0.737542,0.567016,0.829784,0.051522,7.0496,0.932267,0.453044,0.622927,1.0,0.434206,0.186541,0.778394,0.458559,0.887082,0.985359,0.24443,0.6181,0.875176,0.305224,0.0,1.0,0.0,0.0,0.259349,0.852676,0.17219,0.38378,0.21705,0.177569,0.382702,0.012051,1.0,0.0,7.9291,7.2134,7.265,7.1248,1824,0,0,0,256,0.007435,0.329155,0.494999,0.505001,110,0.035088,0.970133,3DES
0.565053,0.559448,0.422029,0.753434,1.0,0.836672,0.234083,8.0,0.434158,0.618845,0.27574,0.529629,0.219198,0.315131,0.248495,0.407733,0.53932,0.0,0.612765,0.438805,0.146328,0.385975,0.623062,0.563934,0.0,0.510346,0.0,0.174793,0.729276,0.100529,0.774683,0.287407,0.348842,0.308447,0.171915,0.753507,7.7543,7.8444,8.0,7.8629,254,6,14,30,87,0.0,0.398599,0.472736,0.527264,14,0.066667,0.99319,RC4
0.608618,1.0,0.911675,0.194889,0.694385,0.203981,0.654273,7.6372,0.89588,0.340528,0.952187,0.804009,0.468975,0.253648,0.78178,0.946547,1.0,0.692302,0.414478,0.630765,0.45302,0.831311,0.501937,0.503825,0.771522,0.529999,1.0,0.757477,0.790854,0.371055,0.171218,0.418627,0.83781,0.696643,0.596418,1.0,8.0,7.9415,7.5718,8.0,1536,0,0,0,256,0.005619,0.307743,0.500971,0.499029,83,0.135417,0.982634,ChaCha20
0.55514,0.051827,0.811392,0.215681,0.210078,0.38274,0.704564,7.6991,0.772426,0.551883,0.76247,0.390767,0.655336,0.859057,0.542416,0.647709,0.124503,1.0,1.0,0.534994,0.353631,0.428306,0.614306,0.329276,0.216981,0.095748,0.733406,0.423484,1.0,0.544549,0.108723,0.774643,0.102373,0.565326,0.667176,0.275063,7.9787,7.9926,7.8681,8.0,32,0,0,0,10,0.003237,0.393169,0.513409,0.486591,2,0.0,0.984225,RC4
0.651407,0.0,0.657412,0.006323,0.205735,0.684699,0.549217,8.0,0.368317,0.23636,0.428652,0.773194,0.629082,0.709613,0.392151,0.0,0.488064,0.404555,0.455401,0.516607,0.578939,0.0,0.681092,0.68358,0.128592,0.280228,0.519421,0.306835,0.777949,0.389302,0.988951,0.372556,0.290362,0.388076,0.121837,0.580217,8.0,8.0,8.0,7.4157,849,1,1,17,225,0.003589,0.308738,0.511728,0.488272,45,0.150943,0.969974,AES
0.734905,0.835065,0.566743,0.372077,0.543994,1.0,0.421279,8.0,0.647155,0.787331,0.678232,0.496798,0.485601,0.881193,0.0,0.517637,0.792787,0.292901,0.595591,0.061866,0.869307,1.0,0.892539,0.190391,0.610399,0.656735,0.752724,0.557823,0.778236,0.521683,0.339433,0.800697,0.706803,0.882442,0.479057,0.605969,8.0,7.7404,7.6956,8.0,14700,4,12,12,256,0.00521,0.374501,0.526326,0.473674,821,0.105664,1.005017,ChaCha20
0.800441,0.603588,0.410948,0.394466,0.707474,0.520641,0.634265,7.8879,0.63417,1.0,0.345432,0.577704,0.335118,1.0,0.706706,0.314481,0.648145,0.57057,0.912998,0.80334,0.23127,0.748443,0.295165,0.7281,0.456204,1.0,0.322288,0.700403,0.253296,0.845755,0.511574,0.658448,0.218115,0.375603,0.964892,0.135537,8.0,8.0,7.7916,7.7581,3344,0,0,16,256,0.002661,0.286442,0.487022,0.512978,197,0.057416,0.990163,AES
0.700853,0.494865,0.675386,0.886065,0.247767,0.500957,1.0,8.0,0.448737,0.70982,0.464451,1.0,0.726051,0.284313,0.758648,0.711355,0.827388,0.793981,0.475211,1.0,0.195714,0.713868,0.51466,0.426183,0.514419,0.557158,0.428842,0.266276,1.0,0.200284,0.276664,0.755581,0.850569,0.580212,0.730509,0.689457,8.0,7.9551,7.7396,7.6919,4736,0,0,0,256,0.002669,0.378051,0.519302,0.480698,267,0.097973,1.004278,ChaCha20
0.023783,0.788832,0.553672,0.748657,0.246581,0.314424,0.368465,7.8694,0.329453,0.465361,0.698861,0.43901,1.0,0.681386,0.407333,0.789303,0.326799,0.764968,0.087361,0.768145,0.165786,0.883774,0.707219,0.620372,0.892145,0.269254,0.584171,1.0,0.486564,0.759232,0.106418,0.535313,0.135917,0.823187,0.557394,0.146682,7.8912,7.9697,7.7438,7.5895,616,0,8,8,214,0.008828,0.327002,0.481212,0.518788,36,0.052632,0.967528,Blowfish
0.337533,0.52418,0.558125,0.427546,0.209401,0.828945,0.145256,8.0,0.726787,0.395653,0.705144,0.218917,0.212037,0.691656,0.398583,0.598777,0.193456,0.647509,0.851611,0.503519,0.538304,1.0,0.09821,0.0,0.229615,0.802113,0.967033,0.391123,0.04145,0.536103,0.365783,0.112884,0.286325,0.949577,0.236359,0.434622,7.9672,7.9054,7.9209,7.8238,320,0,0,0,234,0.001434,0.340663,0.50928,0.49072,20,0.0,0.952407,AES
0.649893,0.688991,0.960059,0.988459,0.522432,0.794856,0.731924,8.0,0.78909,0.92643,0.889902,0.212273,0.240937,0.596728,0.904502,0.403999,0.721546,0.623149,0.590294,0.369952,0.527783,0.437366,0.875801,0.768591,0.645553,0.640971,0.399123,0.337702,0.708758,0.829011,0.663899,0.490594,0.692664,0.491231,0.464419,0.461505,7.7832,7.7006,8.0,7.6318,14988,4,12,12,256,0.00619,0.376594,0.497491,0.502509,906,0.032051,0.989811,ChaCha20
0.430688,0.553838,0.970444,0.302571,0.498231,0.24735,0.369275,7.4606,0.771969,0.476135,0.259162,0.040178,0.394507,0.627378,0.422503,0.380106,0.7453,0.218992,0.0,0.517182,0.185847,0.514272,0.924999,0.38275,0.014227,0.397828,0.419675,1.0,0.0,0.442419,0.680193,0.602721,0.660323,0.709646,0.324206,0.704841,7.8882,7.6606,7.3844,7.7606,41,1,9,9,19,0.004249,0.377064,0.493428,0.506572,1,0.5,1.041087,RC4
0.70452,0.635746,0.855788,0.419526,0.765754,0.301508,0.433704,7.4995,0.764325,0.331376,0.700038,0.225868,0.239476,0.524414,0.41083,0.839833,1.0,0.664464,0.317917,0.426889,0.727652,0.709811,0.25123,0.297995,1.0,0.468355,0.800333,0.222167,0.447949,0.569014,0.24129,0.641382,0.17742,1.0,0.0,0.937683,7.4569,7.8812,7.7757,7.8894,162,2,2,2,138,0.002924,0.379853,0.503637,0.496363,9,0.1,1.003882,RC4
0.782488,0.175611,0.562828,0.790773,1.0,0.558214,0.929353,7.0347,0.351854,0.576748,0.235492,0.736654,0.0,0.0,1.0,0.414529,0.769299,0.022047,0.750127,0.173679,0.097779,0.605734,0.314693,0.157942,0.071824,0.565046,0.182987,1.0,0.747824,0.516134,0.345334,0.573701,0.631908,0.679925,0.240003,0.624422,7.0157,7.3778,7.2428,7.4329,256,0,0,0,164,0.005589,0.423619,0.495129,0.504871,14,0.125,0.981484,RSA
0.56475,0.253911,0.644407,0.493439,0.404914,0.255654,0.45145,7.3601,0.809668,0.326747,0.675231,0.0,0.27196,0.775974,0.0,0.204647,0.512143,0.900361,0.521571,0.328565,0.433084,0.687236,0.0,0.561625,0.600369,0.0,0.372121,0.0,0.323508,0.114624,0.600626,0.408628,0.814821,0.840844,0.077838,0.093598,7.1086,6.9817,7.0504,7.0797,619,3,11,11,188,0.002995,0.278281,0.504875,0.495125,37,0.026316,0.98591,DES
0.384905,0.095288,1.0,0.88519,0.919237,0.452299,0.301041,7.3219,0.905901,0.456452,0.496312,0.066889,0.331972,0.449998,0.298564,0.590728,0.503715,0.55171,0.967868,0.556936,0.870088,0.352557,0.836144,0.0,0.498565,0.0,0.603591,0.32153,0.465578,0.386881,0.478735,0.390708,0.179485,0.502122,0.0,0.102013,7.5519,7.1987,7.6784,7.1471,66,2,2,2,22,0.0,0.347683,0.530928,0.469072,4,0.0,0.992275,ECC
0.604323,0.0,0.231225,0.309269,0.446456,0.925054,0.021415,7.0571,0.247027,0.0,0.312324,0.020853,0.0,0.176041,0.470206,0.493122,0.691711,0.0,0.0,0.192305,0.129606,0.0,0.170511,0.427852,0.374887,0.224911,0.89175,0.018049,0.725102,0.212031,0.744416,0.3925,0.406926,0.48466,0.016808,0.017369,7.0371,7.0659,7.1928,6.9866,1584,0,0,16,256,0.002159,0.398826,0.517389,0.482611,93,0.060606,1.010663,DES
0.617294,0.115819,0.122656,0.366538,0.288278,0.480702,0.140682,7.0566,0.393327,0.374995,0.225091,0.287375,0.859829,0.248131,0.708129,0.632364,0.507707,0.921468,0.542179,0.0,0.854324,1.0,1.0,0.344504,1.0,0.576322,0.849595,1.0,0.542449,0.559823,0.22317,0.275766,1.0,0.936288,0.507363,0.134568,7.0187,7.1277,7.4767,7.3223,512,0,0,0,238,0.007401,0.252645,0.493443,0.506557,30,0.0625,0.984507,RSA
0.312301,0.288129,0.800746,1.0,0.932393,0.934146,0.362619,8.0,0.005807,0.544544,0.400624,0.484449,0.940568,0.38104,0.601119,0.453441,0.458765,0.17041,0.772191,0.434361,0.367649,0.420189,0.774844,0.598111,0.743739,0.719272,0.813896,0.989961,0.722311,0.365291,0.817825,0.940879,0.453278,0.517897,0.903571,0.623784,7.7136,7.7868,7.595,7.9479,10,2,10,10,2,0.0,0.3473,0.484581,0.515419,0,1.0,0.980636,RC4
0.499386,0.447262,0.467282,1.0,0.52157,0.146467,0.847747,6.934,0.688399,0.150972,0.621445,0.249714,0.654397,0.658085,0.761018,0.943923,0.680772,0.31383,0.550004,0.964473,0.304102,0.905666,0.803514,0.14099,0.693266,0.596806,0.499391,0.445971,0.86365,0.95074,0.429946,0.654744,0.202401,1.0,0.689551,0.528172,7.3232,7.4527,7.518,6.9707,65,1,1,1,19,0.009572,0.276913,0.517365,0.482635,3,0.25,0.972569,ECC
0.656746,0.338816,0.336734,0.690933,0.39204,0.716971,0.608985,7.5692,0.908027,0.273676,0.314702,0.245314,0.664536,0.722209,0.376843,0.727927,0.465125,0.102824,0.19372,0.188777,0.590062,0.717936,0.512733,0.571695,0.590595,0.468992,0.18997,0.0,0.253531,0.946288,0.245869,0.518481,0.251881,0.497178,0.205254,0.994664,7.4653,7.8991,7.4665,8.0,173,5,13,13,113,0.0,0.266035,0.480786,0.519214,8,0.2,0.961833,RC4
0.709745,0.408889,1.0,0.733162,0.81866,0.0,0.401075,7.1377,0.684188,0.27703,0.178177,0.72474,0.572985,0.419869,0.593337,0.639842,0.461865,0.454784,0.678754,0.951423,0.526348,0.0,0.313649,0.138841,0.387182,0.180398,0.353792,0.656532,0.716189,0.992479,0.448493,0.770136,0.049543,0.365597,0.800704,0.212061,7.3563,7.4776,7.4188,7.4626,64,0,0,0,18,0.003472,0.28385,0.485702,0.514298,3,0.25,0.989421,ECC
0.240651,0.65113,0.957059,0.758904,0.457225,0.600127,0.516123,7.613,0.620988,0.350552,1.0,0.988279,0.637592,0.307392,0.247008,0.309213,0.589154,0.678455,0.273976,0.886224,0.57331,0.964785,0.0,0.703062,0.653974,0.884545,0.291669,1.0,0.896631,0.401306,0.705175,0.662815,0.427606,0.354816,1.0,0.642307,7.8903,7.8655,7.8588,8.0,3488,0,0,0,256,0.001306,0.340542,0.491785,0.508215,215,0.013761,0.980191,AES
0.971562,0.629904,0.397462,0.469137,0.163792,0.03715,0.406561,7.9403,0.718055,0.736227,0.880154,0.756477,0.418983,0.252257,0.74275,0.825228,0.748801,0.922756,0.164635,0.341003,0.546669,0.39703,0.461579,0.717989,0.756816,0.472719,0.53791,0.874073,0.465011,0.512581,0.437969,0.39753,0.70454,0.154107,0.805834,0.32105,8.0,7.8535,7.7044,8.0,13888,0,0,0,256,0.006279,0.351331,0.480548,0.519452,796,0.082949,1.015077,ChaCha20
0.494151,0.770679,0.529479,0.694509,0.867871,0.3316,0.383774,7.9104,0.290501,0.767003,0.493348,0.76439,0.0,0.584902,0.729335,0.701024,0.698463,0.474571,1.0,0.661112,0.685067,0.594498,0.5359,0.516209,0.460526,0.478572,0.520384,0.512846,0.096418,1.0,0.028428,0.655645,0.838188,1.0,0.740262,0.422925,7.7858,8.0,7.786,8.0,1424,0,0,16,256,0.007864,0.32032,0.48204,0.51796,80,0.101124,0.992411,AES
0.595059,0.386407,0.571926,0.716792,0.296755,0.261978,0.659018,7.875,0.962953,0.408727,0.31699,0.419569,0.0,0.492881,0.761081,0.588681,0.630723,0.403809,0.293996,0.574925,0.596001,0.821218,0.710157,0.749902,0.768705,0.042377,0.695447,1.0,0.434415,0.044331,0.369418,0.499995,0.702303,1.0,0.616597,0.752393,7.9903,8.0,8.0,8.0,1040,0,0,16,256,0.006442,0.341438,0.509995,0.490005,63,0.030769,1.005745,AES
0.326511,0.342957,0.41031,0.464678,0.543567,0.981189,0.759308,7.8765,0.066813,0.488098,0.411387,0.022848,0.705198,0.047485,0.552909,0.276969,0.303529,0.192994,0.596356,0.691563,0.124448,0.069848,0.575779,0.447473,0.106923,0.305251,0.36887,0.502181,0.943002,0.013046,0.623043,0.0,0.684397,0.581156,0.6689,0.313728,7.8128,7.7125,7.857,7.7656,864,0,0,0,229,0.00209,0.393197,0.504328,0.495672,45,0.166667,0.975561,Blowfish
0.583004,0.185572,0.059355,0.887142,0.322893,0.206457,0.289671,6.9515,0.340284,1.0,0.184041,0.115691,0.251271,0.443805,0.0,0.209963,0.755491,0.19049,0.691078,0.770532,0.99848,0.115465,0.151722,0.169692,0.147267,0.703027,0.299806,0.512687,0.375712,0.828635,0.0,0.351631,0.777049,1.0,0.317689,0.861279,7.0011,7.2841,7.2366,6.7916,1568,0,0,0,256,0.007158,0.355911,0.505256,0.494744,90,0.081633,1.003352,DES
0.400246,1.0,0.025371,1.0,0.336947,0.52523,0.463408,7.9333,0.100443,0.522512,1.0,0.825974,0.004577,0.420177,0.497084,1.0,1.0,0.085453,0.391308,0.623039,0.68562,0.593208,0.358982,0.71721,0.755703,0.516132,0.498557,0.759678,0.609462,0.795852,0.61709,1.0,0.562399,0.550549,0.521593,0.609162,8.0,7.6094,7.5731,7.8129,4,4,4,4,2,0.00325,0.47003,0.488963,0.511037,1,0.0,0.961533,RC4
0.642362,0.105576,0.572055,0.7057,0.347847,0.0,0.625103,7.254,0.716828,0.668616,0.829576,0.950961,0.714045,0.738321,0.934551,0.0,0.0,0.3605,1.0,0.050453,0.489337,0.390053,0.529357,0.610089,0.756781,0.668102,0.60706,1.0,0.86828,0.847329,0.0,0.639858,0.228195,0.592401,0.480536,0.613801,7.3336,7.6328,7.5387,7.7293,64,0,0,0,30,0.010314,0.264992,0.467159,0.532841,4,0.0,1.002428,ECC
0.42021,0.310658,0.009451,0.827407,0.417168,0.90747,0.422532,7.1355,0.404788,0.533992,0.91901,0.44537,0.672588,0.414762,0.358937,0.024385,0.667957,0.104108,0.745022,0.216099,0.257128,0.493118,0.020837,0.007448,0.51826,0.687653,1.0,0.987821,0.0,0.295701,0.470599,0.297624,0.070962,0.0,0.130544,0.422511,7.0306,7.5159,7.4019,7.1029,512,0,0,0,182,0.00242,0.433033,0.484399,0.515601,27,0.15625,0.999638,RSA
0.311774,0.325679,0.402182,0.253449,0.243754,0.026349,0.663074,8.0,0.238452,0.135323,0.947952,0.373655,0.31448,0.749967,0.825355,0.950712,1.0,0.414676,0.173678,0.44163,0.832469,0.281821,0.0,0.397006,0.610273,1.0,0.105808,0.769768,0.246821,0.642364,0.338638,0.342562,0.652832,0.431269,0.553238,0.595456,7.9862,7.6649,7.7953,8.0,2720,0,0,0,256,0.002122,0.230177,0.502743,0.497257,145,0.147059,1.013405,AES
0.743688,0.596737,0.724789,0.813353,0.889139,0.921525,0.770786,7.032,0.865918,0.509205,0.925269,0.0,0.186045,0.037482,0.154383,0.402829,0.656866,0.378022,0.373195,0.543847,0.39547,0.522143,0.704642,0.895371,0.987709,1.0,0.6793,0.51302,0.965114,0.368436,0.390386,0.79447,0.921263,0.734994,0.308865,0.811986,7.3444,6.9277,6.5956,7.6509,512,0,0,0,218,0.009429,0.334801,0.49577,0.50423,31,0.03125,1.003388,RSA
0.627272,0.868901,0.755131,1.0,0.470575,0.266398,0.160403,7.1763,0.615617,0.777852,0.231046,0.307701,0.539968,0.109039,0.284375,0.743505,0.633765,0.377114,0.565411,0.752683,0.278995,0.42378,0.92707,0.654611,0.754927,0.288024,0.382201,0.0,0.446355,0.665225,0.50274,0.33948,0.431485,1.0,0.293027,0.0,7.2286,7.311,7.3477,7.0034,1872,0,0,16,256,0.003079,0.301005,0.514002,0.485998,102,0.128205,0.993928,3DES
0.669879,0.571883,0.22942,0.65886,0.0,0.963804,0.730393,7.9634,0.982119,0.587359,0.5501,1.0,0.49344,0.698396,0.387903,0.538138,0.444869,0.707535,0.804377,0.59787,0.668244,0.750497,0.308704,0.951156,0.714751,0.936971,0.921534,1.0,0.830939,0.591224,0.982762,0.549696,0.775782,0.587708,0.720427,0.643304,7.9699,7.7097,7.7959,8.0,1346,2,2,2,256,0.001986,0.421933,0.480559,0.519441,84,0.0,0.982232,AES
0.900357,0.566294,0.717132,0.282974,0.086006,0.470727,0.05219,7.7205,0.39519,0.505904,0.437417,0.021138,0.467252,0.36674,0.291356,0.0,0.290384,0.641805,0.635552,0.168184,1.0,0.267322,0.280556,0.383803,0.926825,0.606998,0.524135,0.442556,0.103639,0.220724,0.136398,0.388971,0.865195,0.882079,0.39616,0.518183,7.6525,7.7589,7.7728,7.7441,1376,0,0,0,256,0.0,0.332657,0.514083,0.485917,81,0.05814,0.976195,Blowfish
0.115912,0.464308,0.913523,0.567312,0.849663,0.934987,0.601655,7.0954,0.565957,0.227144,0.875881,0.407596,0.376868,0.500332,0.3316,0.053346,0.347172,0.349994,0.552783,0.0,0.906103,0.474133,0.434959,0.419969,0.0,0.221665,0.438494,0.0,0.71568,1.0,0.577178,0.501556,0.697066,0.365649,0.694995,0.442057,7.0645,6.937,7.2253,6.9964,66,2,2,2,35,0.002988,0.330699,0.515641,0.484359,3,0.25,0.990783,ECC
0.772317,0.0,1.0,0.665682,0.761592,0.22443,0.214333,7.6371,0.800958,1.0,0.578524,0.698234,0.161739,0.361599,0.311076,0.332399,0.565973,0.615192,0.759555,0.309359,0.431243,0.830323,0.717613,0.230633,0.627615,0.728611,0.440987,0.280057,0.343432,0.771039,0.312572,0.552674,0.708293,0.625305,0.785962,0.891704,6.8618,7.5955,7.4354,7.7119,1462,6,6,22,256,0.00308,0.353686,0.48523,0.51477,88,0.032967,1.017892,3DES
0.811486,0.615544,0.0,1.0,0.783351,0.779813,0.311994,7.9327,0.107803,0.911125,0.282143,0.56619,1.0,1.0,0.631568,0.72931,0.384835,0.0,0.992836,0.006778,0.738888,0.014418,1.0,0.262788,0.142951,0.413565,0.409775,0.474415,0.459177,0.547497,0.61888,0.646913,0.648263,1.0,0.987103,0.634898,7.9365,7.8521,7.748,7.6885,4033,1,1,1,256,0.002559,0.327618,0.479994,0.520006,226,0.103175,1.002667,AES
0.530602,0.717382,0.515176,0.691298,0.245705,0.736113,0.84668,8.0,0.477264,0.813134,0.467947,0.46886,0.229692,0.950306,0.511516,0.48538,0.435327,0.586407,0.573501,0.392255,1.0,0.394886,0.641705,0.366856,0.16801,0.948215,0.853415,0.773585,1.0,0.852478,0.199108,0.860714,0.473006,0.778055,0.677371,0.088097,8.0,8.0,7.7833,7.8371,1536,0,0,0,256,0.001793,0.38353,0.493763,0.506237,95,0.010417,0.960252,ChaCha20
0.511134,0.60434,1.0,0.469794,0.11604,0.188115,0.320529,6.9335,0.680215,0.490807,0.58882,0.932337,0.385928,0.66606,0.161965,0.581206,0.363704,0.192089,0.575569,0.458632,0.188475,0.47774,0.0,0.306024,0.0,0.096224,1.0,0.23767,0.576601,0.0,0.399602,0.549115,0.515174,1.0,0.080529,0.543129,7.5056,7.1217,7.1176,7.5333,384,0,0,0,167,0.00569,0.308476,0.512046,0.487954,20,0.166667,1.005746,RSA
0.422163,0.446292,0.431432,0.355308,0.862582,0.444719,0.357083,7.576,1.0,0.502884,0.307733,0.543046,0.0,0.368069,0.694404,0.315021,1.0,0.59939,0.537341,0.698524,0.003788,0.924448,0.237861,0.587333,0.137576,0.34489,0.273565,0.797984,0.919099,0.809051,0.926824,0.320423,0.380353,0.426225,0.546565,0.78649,7.796,7.6174,7.4276,7.9951,1072,0,0,16,256,0.003596,0.369133,0.507483,0.492517,58,0.134328,1.004198,Blowfish
